hostname,state,software,user_count,note_count,peer_count,discovered_at
mastodon.social,up,mastodon,1225389,58498713,57332,1612578269
pawoo.net,up,mastodon,884877,71154428,33688,1612578266
switter.at,up,mastodon,435490,8953408,11690,1612578267
mstdn.jp,up,mastodon,354848,67615397,55740,1612578266
baraag.net,up,mastodon,293161,9011690,23650,1612578267
daystorm.netz.org,up,mastodon,263502,20,16,1683075712
mastodon.cloud,up,mastodon,260659,5423370,43027,1612578270
mstdn.social,up,mastodon,200617,11641538,51343,1612578271
mastodon.online,up,mastodon,180053,5416473,34996,1612578267
mastodon.world,up,mastodon,167161,3257068,27113,1615647261
mas.to,up,mastodon,160778,4835671,35604,1612578271
pravda.me,up,mastodon,143616,729499,509,1676919172
gc2.jp,up,mastodon,100029,1217949,0,1658913991
techhub.social,up,mastodon,77047,843369,46671,1612578267
universeodon.com,up,mastodon,74883,1998081,25017,1667629108
mastodon.sdf.org,up,mastodon,72675,1352287,30578,1612578266
masto.ai,up,mastodon,70232,1383144,53489,1667777524
mastodon.uno,up,mastodon,67597,1123358,30458,1612578267
c.im,up,mastodon,63397,1544998,27763,1612578270
fosstodon.org,up,mastodon,59311,2315924,40259,1612578270
infosec.exchange,up,mastodon,55638,1572067,32890,1612578269
mastodon.top,up,mastodon,50960,510940,26071,1612578268
mstdn.party,up,mastodon,49258,1129355,23515,1667944871
hachyderm.io,up,mastodon,47945,1497051,26306,1651060929
troet.cafe,up,mastodon,40263,2526609,27413,1612578268
m.cmx.im,up,mastodon,39435,4244481,51572,1612578265
mastodon.nl,up,mastodon,38966,1097684,28693,1612578268
mamot.fr,up,mastodon,38444,6233236,35813,1612578270
ohai.social,up,mastodon,38352,768566,23077,1667930033
sfba.social,up,mastodon,38019,1252099,34029,1612578268
kolektiva.social,up,mastodon,36208,1578570,42821,1612578270
mindly.social,up,mastodon,35466,883682,23214,1649557318
mstdn.ca,up,mastodon,34417,1299874,25001,1651043715
social.vivaldi.net,up,mastodon,32275,967149,49017,1668254531
mastodon.art,up,mastodon,32264,2430026,38082,1612578267
loforo.com,up,mastodon,32162,3931642,23169,1670267516
mastorock.com,up,mastodon,30375,87,729,1685993082
mast.lat,up,mastodon,30366,18840,10181,1671490848
tkz.one,up,mastodon,30359,330765,16102,1650008092
toot.community,up,mastodon,29994,905855,24025,1667465053
alive.bar,up,mastodon,29491,3882653,20328,1612578267
mastodon.xyz,up,mastodon,28624,1940080,40601,1612578271
mastodon.scot,up,mastodon,28534,1226756,29488,1612578269
www.mastodon.scot,up,mastodon,28532,1227155,29503,1640988107
qoto.org,up,mastodon,26135,1314115,36259,1612578268
mastodon.au,up,mastodon,26018,437037,21767,1665705253
mastodon.gamedev.place,up,mastodon,26017,711097,33013,1612578266
ioc.exchange,up,mastodon,25814,312079,26568,1612578269
aus.social,up,mastodon,24399,1558460,29974,1612578268
piaille.fr,up,mastodon,24014,983197,20793,1667313769
ravenation.club,up,mastodon,23821,352526,22729,1651017592
wxw.moe,up,mastodon,21613,6936529,22230,1612578266
wxw.ooo,up,mastodon,21613,6936751,22235,1666241191
masto.nu,up,mastodon,21562,67032,17637,1668359341
newsie.social,up,mastodon,20935,638364,118391,1667220086
social.tchncs.de,up,mastodon,20747,2213989,38122,1612578266
mastouille.fr,up,mastodon,20595,138433,21110,1621282389
mastodon.bida.im,up,mastodon,20413,854275,29256,1612578268
mastodon.ie,up,mastodon,20396,825612,29200,1612578268
masto.es,up,mastodon,20152,193937,15722,1668226037
mastodon.com.tr,up,mastodon,19005,354800,13654,1651774648
twingyeo.kr,up,mastodon,19001,1671475,22680,1612578267
det.social,up,mastodon,18603,505245,20449,1651496694
nerdculture.de,up,mastodon,18080,426341,20625,1612578269
nrw.social,up,mastodon,17776,674446,21343,1612578266
m.rthome.me,up,mastodon,17562,665,5122,1612578345
o3o.ca,up,mastodon,17178,5989017,20924,1612578269
abdl.link,up,mastodon,16505,286161,13282,1612578267
mastodontech.de,up,mastodon,16473,267052,27603,1612578266
mastodon.nu,up,mastodon,16214,327982,22061,1612579014
planet.moe,up,mastodon,15224,805498,16008,1612578269
theblower.au,up,mastodon,15166,139618,16781,1667918249
glasgow.social,up,mastodon,14773,149329,22046,1612578268
mathstodon.xyz,up,mastodon,14690,680257,32199,1612578268
mao.mastodonhub.com,up,mastodon,14571,1392263,12849,1612578269
sueden.social,up,mastodon,14274,357413,22870,1651092057
toot.wales,up,mastodon,13511,435739,30834,1612578268
ieji.de,up,mastodon,13499,207296,31622,1612578267
noc.social,up,mastodon,13236,255371,25195,1612578269
norden.social,up,mastodon,12688,1353452,30228,1612578268
eldritch.cafe,up,mastodon,12652,2241467,32862,1612578267
me.dm,up,mastodon,12634,66031,20283,1673350243
kinky.business,up,mastodon,12561,385494,24289,1612578268
octodon.social,up,mastodon,12199,2515903,35975,1612578266
mastodon.green,up,mastodon,11857,623311,25887,1612578266
tech.lgbt,up,mastodon,11795,1449511,30125,1612578267
social.cologne,up,mastodon,11732,340044,25219,1612578265
meow.social,up,mastodon,11557,1141133,28611,1612578267
chaos.social,up,mastodon,11018,4453879,55331,1612578270
awscommunity.social,up,mastodon,11014,167280,21663,1651137353
indieweb.social,up,mastodon,10932,311094,32077,1612578267
denostodon.deno.dev,up,mastodon,10930,310774,,1682895834
mastodon.iriseden.eu,up,mastodon,10929,51966,18785,1612578267
social.linux.pizza,up,mastodon,10849,425662,34694,1612578269
muenchen.social,up,mastodon,10797,325702,22056,1612578269
framapiaf.org,up,mastodon,10794,2233605,29564,1612578271
sself.co,up,mastodon,10547,45846,14228,1668576317
toot.io,up,mastodon,10545,80644,23161,1612578267
med-mastodon.com,up,mastodon,10408,296732,22166,1667195769
ruhr.social,up,mastodon,10299,381519,29550,1612578266
sigmoid.social,up,mastodon,10137,122469,22057,1667484307
social.anoxinon.de,up,mastodon,10036,282554,26061,1612578267
