hostname,state,software,user_count,note_count,peer_count,discovered_at
mastodon.social,up,mastodon,1149106,56371753,55517,1612578269
pawoo.net,up,mastodon,870829,70552342,32872,1612578266
switter.at,up,mastodon,435490,8953408,11690,1612578267
mstdn.jp,up,mastodon,351030,66890750,54864,1612578266
baraag.net,up,mastodon,293411,8736035,22897,1612578267
mastodon.cloud,up,mastodon,255683,5323493,41849,1612578270
mstdn.social,up,mastodon,197707,11255050,49748,1612578271
mastodon.online,up,mastodon,177645,5121710,33440,1612578267
mastodon.world,up,mastodon,163979,3030565,25594,1615647261
mas.to,up,mastodon,159309,4573014,34078,1612578271
pravda.me,up,mastodon,130622,701875,240,1676919172
gc2.jp,up,mastodon,100073,1191930,0,1658913991
techhub.social,up,mastodon,76464,741963,45229,1612578267
universeodon.com,up,mastodon,74011,1837969,23405,1667629108
mastodon.sdf.org,up,mastodon,72611,1275768,29261,1612578266
masto.ai,up,mastodon,69245,1281143,52018,1667777524
mastodon.uno,up,mastodon,67348,1086904,29183,1612578267
c.im,up,mastodon,63101,1462212,26490,1612578270
fosstodon.org,up,mastodon,58282,2201726,38698,1612578270
infosec.exchange,up,mastodon,54332,1451588,31425,1612578269
mastodon.top,up,mastodon,50982,490235,25288,1612578268
mstdn.party,up,mastodon,49025,1078847,22159,1667944871
hachyderm.io,up,mastodon,47306,1357152,24774,1651060929
troet.cafe,up,mastodon,39949,2371952,26170,1612578268
m.cmx.im,up,mastodon,39061,4107199,50846,1612578265
mastodon.nl,up,mastodon,38874,1151271,27578,1612578268
mamot.fr,up,mastodon,38456,6147566,34708,1612578270
ohai.social,up,mastodon,38258,720112,21723,1667930033
sfba.social,up,mastodon,37918,1155537,32695,1612578268
home.social,up,mastodon,36624,739203,21102,1667792203
kolektiva.social,up,mastodon,36021,1501368,41364,1612578270
mindly.social,up,mastodon,35420,831821,21914,1649557318
mstdn.ca,up,mastodon,34268,1179593,24527,1651043715
mastodon.art,up,mastodon,31805,2310651,36885,1612578267
loforo.com,up,mastodon,31035,3793828,23169,1670267516
social.vivaldi.net,up,mastodon,30867,893632,47511,1668254531
toot.community,up,mastodon,29806,849677,22920,1667465053
alive.bar,up,mastodon,29368,3785485,19697,1612578267
www.mastodon.scot,up,mastodon,28506,1171637,28324,1640988107
mastodon.scot,up,mastodon,28506,1171637,28323,1612578269
mastodon.xyz,up,mastodon,27496,1919009,39248,1612578271
qoto.org,up,mastodon,26098,1276672,35165,1612578268
ioc.exchange,up,mastodon,26020,299505,25442,1612578269
mastodon.au,up,mastodon,25926,413138,20405,1665705253
mastodon.gamedev.place,up,mastodon,25425,671430,31643,1612578266
nerdculture.de,up,mastodon,24394,411372,19708,1612578269
tkz.one,up,mastodon,24326,314404,15261,1650008092
aus.social,up,mastodon,24302,1474022,28634,1612578268
piaille.fr,up,mastodon,23663,905863,19600,1667313769
ravenation.club,up,mastodon,23349,346890,21699,1651017592
wxw.ooo,up,mastodon,21451,6720942,21195,1666241191
wxw.moe,up,mastodon,21451,6720647,21189,1612578266
newsie.social,up,mastodon,20888,583947,117181,1667220086
social.tchncs.de,up,mastodon,20612,2141407,36882,1612578266
masto.nu,up,mastodon,20550,63054,16715,1668359341
mastodon.bida.im,up,mastodon,20390,847594,28172,1612578268
mastodon.ie,up,mastodon,20361,777156,27427,1612578268
masto.es,up,mastodon,19946,185795,14906,1668226037
mastodon.com.tr,up,mastodon,18926,501834,12958,1651774648
twingyeo.kr,up,mastodon,18845,1564341,21905,1612578267
nrw.social,up,mastodon,17740,628272,20375,1612578266
det.social,up,mastodon,17515,470441,19373,1651496694
m.rthome.me,up,mastodon,17438,658,5021,1612578345
o3o.ca,up,mastodon,17042,5780500,20092,1612578269
abdl.link,up,mastodon,16484,285348,12694,1612578267
mastodontech.de,up,mastodon,16472,258730,26438,1612578266
mastodon.nu,up,mastodon,16185,306464,20827,1612579014
planet.moe,up,mastodon,15167,774302,15427,1612578269
theblower.au,up,mastodon,15136,126720,16000,1667918249
glasgow.social,up,mastodon,14760,142324,21106,1612578268
mao.mastodonhub.com,up,mastodon,14560,1387139,12507,1612578269
mathstodon.xyz,up,mastodon,14382,634225,31226,1612578268
sueden.social,up,mastodon,14261,332472,21941,1651092057
toot.wales,up,mastodon,13496,412542,29764,1612578268
ieji.de,up,mastodon,13383,200803,30473,1612578267
noc.social,up,mastodon,13212,241705,23983,1612578269
eldritch.cafe,up,mastodon,12637,2193516,31912,1612578267
norden.social,up,mastodon,12630,1261969,29061,1612578268
kinky.business,up,mastodon,12444,374812,23718,1612578268
octodon.social,up,mastodon,12200,2483482,34570,1612578266
social.cologne,up,mastodon,12013,309271,24310,1612578265
mastodon.green,up,mastodon,11848,591577,24675,1612578266
me.dm,up,mastodon,11795,55922,19066,1673350243
meow.social,up,mastodon,11372,1092388,27663,1612578267
tech.lgbt,up,mastodon,11290,1280075,28651,1612578267
mastodon.iriseden.eu,up,mastodon,11012,47770,18115,1612578267
