hostname,state,software,user_count,note_count,peer_count,discovered_at
mastodon.social,up,mastodon,1063165,55292771,54032,1612578269
pawoo.net,up,mastodon,852637,69719738,31852,1612578266
switter.at,up,mastodon,435490,8953408,11690,1612578267
mstdn.jp,up,mastodon,346347,66144707,53877,1612578266
baraag.net,up,mastodon,293770,8412010,22127,1612578267
mastodon.cloud,up,mastodon,249733,5217575,40744,1612578270
mstdn.social,up,mastodon,194873,10525821,48465,1612578271
mastodon.online,up,mastodon,174609,4758991,32210,1612578267
mastodon.world,up,mastodon,161910,2726273,24338,1615647261
mas.to,up,mastodon,157843,4207092,32818,1612578271
gc2.jp,up,mastodon,100277,1214175,0,1658913991
techhub.social,up,mastodon,76278,625961,43992,1612578267
universeodon.com,up,mastodon,73049,1654972,21904,1667629108
mastodon.sdf.org,up,mastodon,72523,1200857,28078,1612578266
mastodonapp.uk,up,mastodon,70517,1527583,21442,1667599292
masto.ai,up,mastodon,68451,1136433,50833,1667777524
mastodon.uno,up,mastodon,67033,1040576,28120,1612578267
c.im,up,mastodon,62719,1356279,25408,1612578270
fosstodon.org,up,mastodon,57274,2074957,37465,1612578270
infosec.exchange,up,mastodon,52876,1308595,30151,1612578269
mastodon.top,up,mastodon,51013,465263,24383,1612578268
mstdn.party,up,mastodon,48895,1033285,20959,1667944871
hachyderm.io,up,mastodon,46730,1201783,23584,1651060929
pravda.me,up,mastodon,40262,1115019,21,1676919172
troet.cafe,up,mastodon,39066,2143346,25005,1612578268
mastodon.nl,up,mastodon,38701,1005360,26575,1612578268
mamot.fr,up,mastodon,38470,6047979,33602,1612578270
m.cmx.im,up,mastodon,38353,3911861,49952,1612578265
ohai.social,up,mastodon,38120,657142,20549,1667930033
sfba.social,up,mastodon,37813,1024786,31606,1612578268
home.social,up,mastodon,36705,694923,20040,1667792203
kolektiva.social,up,mastodon,35665,1357111,40240,1612578270
mindly.social,up,mastodon,35407,765008,20728,1649557318
mstdn.ca,up,mastodon,34104,1004290,23322,1651043715
mastodon.art,up,mastodon,31284,2175156,35698,1612578267
toot.community,up,mastodon,29634,779051,22232,1667465053
loforo.com,up,mastodon,29505,3606829,23169,1670267516
alive.bar,up,mastodon,29100,3645421,18968,1612578267
social.vivaldi.net,up,mastodon,28774,797093,46265,1668254531
www.mastodon.scot,up,mastodon,28467,1091791,27249,1640988107
mastodon.scot,up,mastodon,28467,1092065,27250,1612578269
mastodon.xyz,up,mastodon,26177,1972059,38116,1612578271
qoto.org,up,mastodon,26040,1217526,34108,1612578268
ioc.exchange,up,mastodon,25884,282721,24452,1612578269
mastodon.au,up,mastodon,25791,367916,19078,1665705253
mastodon.gamedev.place,up,mastodon,24881,597105,30499,1612578266
nerdculture.de,up,mastodon,24729,389507,19383,1612578269
tkz.one,up,mastodon,24261,291116,14357,1650008092
aus.social,up,mastodon,24140,1370699,27419,1612578268
piaille.fr,up,mastodon,23162,795498,18574,1667313769
ravenation.club,up,mastodon,22921,334610,20660,1651017592
wxw.ooo,up,mastodon,21285,6594310,20428,1666241191
wxw.moe,up,mastodon,21285,6594559,20429,1612578266
newsie.social,up,mastodon,20613,509795,116078,1667220086
social.tchncs.de,up,mastodon,20536,2064990,35762,1612578266
mastouille.fr,up,mastodon,20472,123979,19457,1621282389
mastodon.ie,up,mastodon,20328,712462,26317,1612578268
mastodon.bida.im,up,mastodon,20315,835112,27206,1612578268
masto.es,up,mastodon,19604,159391,13805,1668226037
masto.nu,up,mastodon,19564,56373,15854,1668359341
mastodon.com.tr,up,mastodon,18829,460612,12399,1651774648
twingyeo.kr,up,mastodon,18761,1484251,21027,1612578267
nrw.social,up,mastodon,17663,573138,19465,1612578266
m.rthome.me,up,mastodon,17324,657,4918,1612578345
o3o.ca,up,mastodon,16859,5518284,19267,1612578269
det.social,up,mastodon,16774,430533,18353,1651496694
mastodontech.de,up,mastodon,16469,253957,25469,1612578266
abdl.link,up,mastodon,16460,283572,12269,1612578267
mastodon.nu,up,mastodon,16133,280938,19799,1612579014
planet.moe,up,mastodon,15145,705930,14756,1612578269
theblower.au,up,mastodon,15078,110432,15123,1667918249
glasgow.social,up,mastodon,14746,134554,20188,1612578268
mao.mastodonhub.com,up,mastodon,14538,1381021,12096,1612578269
sueden.social,up,mastodon,14236,308997,20891,1651092057
mathstodon.xyz,up,mastodon,14143,555132,30401,1612578268
toot.wales,up,mastodon,13456,383927,28721,1612578268
ieji.de,up,mastodon,13235,189868,29393,1612578267
noc.social,up,mastodon,13191,224303,22950,1612578269
eldritch.cafe,up,mastodon,12701,2140665,30860,1612578267
norden.social,up,mastodon,12536,1155114,27979,1612578268
kinky.business,up,mastodon,12347,364241,23044,1612578268
octodon.social,up,mastodon,12192,2467756,33473,1612578266
social.cologne,up,mastodon,11857,274746,23265,1612578265
mastodon.green,up,mastodon,11731,545167,23676,1612578266
meow.social,up,mastodon,11310,1039112,26762,1612578267
awscommunity.social,up,mastodon,10993,150631,19671,1651137353
tech.lgbt,up,mastodon,10956,1102297,27384,1612578267
chaos.social,up,mastodon,10897,4071639,52864,1612578270
mastodon.iriseden.eu,up,mastodon,10847,43183,17364,1612578267
indieweb.social,up,mastodon,10824,257914,29552,1612578267
framapiaf.org,up,mastodon,10800,2208869,28340,1612578271
muenchen.social,up,mastodon,10766,281135,20325,1612578269
social.linux.pizza,up,mastodon,10764,371916,32169,1612578269
me.dm,up,mastodon,10373,39968,17710,1673350243
toot.io,up,mastodon,10341,68478,20920,1612578267
ruhr.social,up,mastodon,10264,338346,27551,1612578266
med-mastodon.com,up,mastodon,10242,265033,20156,1667195769
love.alicecomplex.com,up,mastodon,9904,48108841,106868,1612578270
sigmoid.social,up,mastodon,9897,106274,19937,1667484307
social.anoxinon.de,up,mastodon,9888,246024,24119,1612578267
mstdn.tokyocameraclub.com,up,mastodon,9840,116869,8570,1612578270
noagendasocial.com,up,mastodon,9828,3866470,62878,1612578269
hessen.social,up,mastodon,9726,230569,17206,1621452692
sself.co,up,mastodon,9447,36103,13007,1668576317
climatejustice.social,up,mastodon,9406,301704,12609,1612578268
projectmushroom.social,up,mastodon,9366,32711,,1668572864
social.dev-wiki.de,up,mastodon,9204,77715,20810,1612578266
ro-mastodon.puyo.jp,up,mastodon,8962,2264763,2681,1612578267
mastodon.nz,up,mastodon,8922,516010,22692,1612578268
aipi.social,up,mastodon,8357,16299,3985,1612578266
socel.net,up,mastodon,8305,213252,24297,1612578267
cyberplace.social,up,mastodon,8290,20837,16228,1669121871
pewtix.com,up,mastodon,8277,38036,13602,1650926795
defcon.social,up,mastodon,8136,76025,16547,1668556021
h4.io,up,mastodon,8061,49018,14036,1651682903
hostux.social,up,mastodon,8031,343593,22985,1612578266
mastodon.fun,up,mastodon,7946,933587,15109,1612578387
me.ns.ci,up,mastodon,7946,933655,15109,1612578270
101010.pl,up,mastodon,7872,265911,26690,1612578269
twit.social,up,mastodon,7790,191189,25215,1612578268
econtwitter.net,up,mastodon,7745,179325,19532,1667605044
botsin.space,up,mastodon,7725,19654984,30342,1612578269
dice.camp,up,mastodon,7685,445279,23590,1612578270
g0v.social,up,mastodon,7277,722979,22843,1612578269
mastodont.cat,up,mastodon,7204,864129,15486,1612578269
nojack.easydns.ca,up,mastodon,6956,18422,16135,1612578267
social.librem.one,up,mastodon,6800,136370,28121,1612578267
stranger.social,up,mastodon,6751,84721,14283,1669842504
vocalodon.net,up,mastodon,6691,4432403,18684,1612578268
mstdn.science,up,mastodon,6625,148454,96361,1667197941
truthsocial.co.in,up,mastodon,6522,51771,105924,1651281820
graphics.social,up,mastodon,6294,8653,15263,1667628718
pol.social,up,mastodon,6130,45228,15439,1635770435
vis.social,up,mastodon,6117,131038,27969,1612578269
queer.party,up,mastodon,6115,867361,30725,1612578268
helladoge.com,up,mastodon,6019,171625,13918,1631862818
mast.lat,up,mastodon,6002,13104,8424,1671490848
dju.social,up,mastodon,5775,48390,13824,1651251870
mastodonners.nl,up,mastodon,5758,43337,12613,1668359252
urbanists.social,up,mastodon,5755,150571,19943,1667260279
livellosegreto.it,up,mastodon,5585,259244,18879,1648511628
union.place,up,mastodon,5552,142160,16135,1668130028
imastodon.net,up,mastodon,5542,14520366,12349,1612578266
kirakiratter.com,up,mastodon,5526,2576000,13549,1612578265
toot.funami.tech,up,mastodon,5401,45961,10152,1665984385
social.politicaconciencia.org,up,mastodon,5307,253820,21213,1612578268
ruby.social,up,mastodon,5256,131335,53379,1612578266
lou.lt,up,mastodon,5223,94951,16824,1612578270
metalhead.club,up,mastodon,5218,296000,27436,1612578270
toot.aquilenet.fr,up,mastodon,5149,170822,23953,1612578268
zirk.us,up,mastodon,5136,401783,21757,1667517909
geekdom.social,up,mastodon,5079,34146,13059,1669308888
fediscience.org,up,mastodon,5043,264470,24315,1612578270
masto.pt,up,mastodon,4995,295652,28000,1612578270
mastodontti.fi,up,mastodon,4810,180532,20645,1612578266
scholar.social,up,mastodon,4807,436609,30727,1612578267
ura-mstdn.com,up,mastodon,4806,39505,1030,1612578270
ecoevo.social,up,mastodon,4803,134438,19462,1667426972
mstdn.guru,up,mastodon,4737,1586154,13678,1612578268
