hostname,state,software,user_count,note_count,peer_count,discovered_at
mastodon.social,up,mastodon,1329746,58899692,57597,1612578269
pawoo.net,up,mastodon,889027,71063162,33742,1612578266
switter.at,up,mastodon,435490,8953408,11690,1612578267
mstdn.jp,up,mastodon,376997,67718328,56011,1612578266
baraag.net,up,mastodon,294043,9030059,23762,1612578267
daystorm.netz.org,up,mastodon,292002,20,16,1683075712
mastodon.cloud,up,mastodon,260953,5403975,43220,1612578270
mstdn.social,up,mastodon,203175,11699145,51572,1612578271
mastodon.online,up,mastodon,181068,5443257,35202,1612578267
mastodon.world,up,mastodon,169542,3290589,27321,1615647261
mas.to,up,mastodon,161824,4865829,35827,1612578271
pravda.me,up,mastodon,143619,731438,564,1676919172
gc2.jp,up,mastodon,100053,1220038,0,1658913991
techhub.social,up,mastodon,77176,851543,46813,1612578267
universeodon.com,up,mastodon,75180,2014265,25218,1667629108
mastodon.sdf.org,up,mastodon,72729,1355701,30699,1612578266
masto.ai,up,mastodon,70572,1392621,53668,1667777524
mastodon.uno,up,mastodon,67800,1124420,30606,1612578267
c.im,up,mastodon,63556,1555993,27918,1612578270
fosstodon.org,up,mastodon,59428,2326223,40383,1612578270
infosec.exchange,up,mastodon,55911,1582036,33067,1612578269
mastodon.top,up,mastodon,50956,515367,26192,1612578268
mstdn.party,up,mastodon,49402,1138001,23662,1667944871
hachyderm.io,up,mastodon,48102,1509400,26495,1651060929
troet.cafe,up,mastodon,40665,2559843,27577,1612578268
m.cmx.im,up,mastodon,39777,4254332,51707,1612578265
mastodon.nl,up,mastodon,39105,1063576,28808,1612578268
mamot.fr,up,mastodon,38441,6243213,35958,1612578270
ohai.social,up,mastodon,38428,775985,23242,1667930033
sfba.social,up,mastodon,38331,1261404,34266,1612578268
kolektiva.social,up,mastodon,36277,1578323,42974,1612578270
mindly.social,up,mastodon,35489,889551,23328,1649557318
mstdn.ca,up,mastodon,34504,1312510,25208,1651043715
mastodon.art,up,mastodon,32801,2446557,38267,1612578267
social.vivaldi.net,up,mastodon,32539,978878,49216,1668254531
loforo.com,up,mastodon,32238,3940859,23169,1670267516
mast.lat,up,mastodon,31163,20494,10091,1671490848
mastorock.com,up,mastodon,31159,630,879,1685993082
tkz.one,up,mastodon,31154,337102,14869,1650008092
toot.community,up,mastodon,30096,913309,24100,1667465053
alive.bar,up,mastodon,29634,3889551,20507,1612578267
mastodon.xyz,up,mastodon,28621,1943145,40788,1612578271
www.mastodon.scot,up,mastodon,28580,1234447,29647,1640988107
mastodon.scot,up,mastodon,28580,1234351,29641,1612578269
mastodon.gamedev.place,up,mastodon,26357,716838,33186,1612578266
qoto.org,up,mastodon,26147,1317725,36409,1612578268
mastodon.au,up,mastodon,26052,439322,21951,1665705253
ioc.exchange,up,mastodon,25835,313505,26706,1612578269
piaille.fr,up,mastodon,24727,993571,20930,1667313769
aus.social,up,mastodon,24487,1569230,30116,1612578268
ravenation.club,up,mastodon,23879,355792,22872,1651017592
masto.nu,up,mastodon,21691,67642,17772,1668359341
wxw.ooo,up,mastodon,21682,6952456,22351,1666241191
wxw.moe,up,mastodon,21682,6952053,22343,1612578266
masto.es,up,mastodon,21502,211115,15895,1668226037
mastouille.fr,up,mastodon,21058,143235,21227,1621282389
newsie.social,up,mastodon,20935,642472,118514,1667220086
social.tchncs.de,up,mastodon,20781,2219251,38276,1612578266
twingyeo.kr,up,mastodon,20485,1749074,22857,1612578267
mastodon.bida.im,up,mastodon,20460,855415,29334,1612578268
mastodon.ie,up,mastodon,20439,832948,29366,1612578268
mastodon.com.tr,up,mastodon,20097,367746,13789,1651774648
det.social,up,mastodon,18680,509695,20552,1651496694
nerdculture.de,up,mastodon,18157,429345,20761,1612578269
planet.moe,up,mastodon,17913,941169,16211,1612578269
nrw.social,up,mastodon,17811,682102,21440,1612578266
m.rthome.me,up,mastodon,17563,665,5140,1612578345
o3o.ca,up,mastodon,17258,6001049,21075,1612578269
abdl.link,up,mastodon,16522,286266,13327,1612578267
mastodontech.de,up,mastodon,16521,269429,27768,1612578266
mastodon.nu,up,mastodon,16307,333690,22250,1612579014
theblower.au,up,mastodon,15176,140776,16869,1667918249
