hostname,state,software,user_count,note_count,peer_count,discovered_at
mastodon.social,up,mastodon,1454981,61676964,58976,1612578269
pawoo.net,up,mastodon,900664,71425158,35064,1612578266
daystorm.netz.org,up,mastodon,479002,20,16,1683075712
switter.at,up,mastodon,435490,8953408,11690,1612578267
mstdn.jp,up,mastodon,387761,68661622,57684,1612578266
baraag.net,up,mastodon,293900,9231779,24842,1612578267
mastodon.cloud,up,mastodon,264688,5501178,44872,1612578270
mstdn.social,up,mastodon,206582,12085184,53403,1612578271
mastodon.online,up,mastodon,183626,5716078,36993,1612578267
mastodon.world,up,mastodon,172851,3500941,29090,1615647261
pravda.me,up,mastodon,170563,842622,895,1676919172
mas.to,up,mastodon,163500,5121942,37615,1612578271
gc2.jp,up,mastodon,99997,1219636,0,1658913991
techhub.social,up,mastodon,77648,926865,48431,1612578267
universeodon.com,up,mastodon,75909,2140117,26951,1667629108
mastodon.sdf.org,up,mastodon,72722,1401334,31050,1612578266
masto.ai,up,mastodon,71579,1471979,55379,1667777524
mastodon.uno,up,mastodon,68037,1153712,32076,1612578267
c.im,up,mastodon,63778,1631726,29421,1612578270
fosstodon.org,up,mastodon,60205,2429818,42308,1612578270
infosec.exchange,up,mastodon,57350,1688627,35213,1612578269
mastodon.top,up,mastodon,50937,537791,27278,1612578268
mstdn.party,up,mastodon,49633,1179464,25153,1667944871
hachyderm.io,up,mastodon,48609,1638573,28203,1651060929
troet.cafe,up,mastodon,41229,2778606,29076,1612578268
m.cmx.im,up,mastodon,40288,4337840,52813,1612578265
mastodon.nl,up,mastodon,39543,1130049,30079,1612578268
ohai.social,up,mastodon,38567,835886,25389,1667930033
sfba.social,up,mastodon,38442,1335949,35703,1612578268
mamot.fr,up,mastodon,38429,6333829,37297,1612578270
kolektiva.social,up,mastodon,36455,1683371,44597,1612578270
mindly.social,up,mastodon,35515,940668,24816,1649557318
mstdn.ca,up,mastodon,34673,1414935,26958,1651043715
mastodon.art,up,mastodon,33861,2579575,39876,1612578267
social.vivaldi.net,up,mastodon,33749,1068364,50970,1668254531
loforo.com,up,mastodon,33031,4037849,23169,1670267516
mast.lat,up,mastodon,32314,25354,11179,1671490848
tkz.one,up,mastodon,32314,364046,16067,1650008092
mastorock.com,up,mastodon,32311,1634,1846,1685993082
toot.community,up,mastodon,30264,960422,25439,1667465053
alive.bar,up,mastodon,29776,3968609,21454,1612578267
mastodon.scot,up,mastodon,28606,1277675,31113,1612578269
www.mastodon.scot,up,mastodon,28606,1277609,31113,1640988107
mastodon.xyz,up,mastodon,28558,1958313,42337,1612578271
mastodon.gamedev.place,up,mastodon,27061,770282,34843,1612578266
qoto.org,up,mastodon,26200,1355099,37843,1612578268
mastodon.au,up,mastodon,26083,455923,23471,1665705253
ioc.exchange,up,mastodon,25873,324177,27992,1612578269
piaille.fr,up,mastodon,25578,1090760,22237,1667313769
aus.social,up,mastodon,24609,1648069,31598,1612578268
ravenation.club,up,mastodon,24359,367230,24271,1651017592
masto.es,up,mastodon,22683,290418,17216,1668226037
masto.nu,up,mastodon,22318,72347,18851,1668359341
twingyeo.kr,up,mastodon,21833,2117691,24249,1612578267
wxw.ooo,up,mastodon,21816,7127549,23391,1666241191
wxw.moe,up,mastodon,21816,7127073,23390,1612578266
planet.moe,up,mastodon,21386,1858884,17439,1612578269
newsie.social,up,mastodon,20915,686831,119947,1667220086
social.tchncs.de,up,mastodon,20907,2265017,39816,1612578266
mastodon.ie,up,mastodon,20521,876330,30932,1612578268
mastodon.bida.im,up,mastodon,20496,855681,30348,1612578268
mastodon.com.tr,up,mastodon,20397,413775,14505,1651774648
det.social,up,mastodon,19012,537975,21169,1651496694
nrw.social,up,mastodon,17866,732530,22607,1612578266
m.rthome.me,up,mastodon,17577,665,5263,1612578345
o3o.ca,up,mastodon,17414,6134225,22079,1612578269
abdl.link,up,mastodon,16555,287808,13463,1612578267
mastodontech.de,up,mastodon,16521,282593,29122,1612578266
mastodon.nu,up,mastodon,16385,368591,23617,1612579014
mathstodon.xyz,up,mastodon,15265,732134,33809,1612578268
theblower.au,up,mastodon,15211,153895,17819,1667918249
glasgow.social,up,mastodon,14774,157035,23412,1612578268
mao.mastodonhub.com,up,mastodon,14582,1396726,13223,1612578269
sueden.social,up,mastodon,14319,386219,24267,1651092057
ieji.de,up,mastodon,13750,216827,33214,1612578267
mastodon-japan.net,up,mastodon,13628,1452393,12779,1667983507
toot.wales,up,mastodon,13486,459635,32466,1612578268
me.dm,up,mastodon,13304,74069,21868,1673350243
noc.social,up,mastodon,13261,268369,26665,1612578269
norden.social,up,mastodon,12821,1436023,31872,1612578268
kinky.business,up,mastodon,12773,401265,25314,1612578268
eldritch.cafe,up,mastodon,12712,2289520,34203,1612578267
tech.lgbt,up,mastodon,12396,1636698,32254,1612578267
meow.social,up,mastodon,12251,1254083,30071,1612578267
octodon.social,up,mastodon,12200,2545888,37684,1612578266
mastodon.green,up,mastodon,11906,662128,27510,1612578266
social.cologne,up,mastodon,11780,363409,26536,1612578265
chaos.social,up,mastodon,11085,4587296,56961,1612578270
awscommunity.social,up,mastodon,11024,173395,23059,1651137353
social.linux.pizza,up,mastodon,11017,444483,36467,1612578269
mastodon.iriseden.eu,up,mastodon,11015,56152,19765,1612578267
indieweb.social,up,mastodon,11013,331008,33758,1612578267
denostodon.deno.dev,up,mastodon,11012,330957,,1682895834
muenchen.social,up,mastodon,10809,345590,23172,1612578269
framapiaf.org,up,mastodon,10797,2263654,31134,1612578271
nerdculture.de,up,mastodon,10771,436606,21731,1612578269
toot.io,up,mastodon,10762,89645,24583,1612578267
med-mastodon.com,up,mastodon,10451,310860,23631,1667195769
ruhr.social,up,mastodon,10365,408454,30938,1612578266
sigmoid.social,up,mastodon,10226,129817,23425,1667484307
social.anoxinon.de,up,mastodon,10110,300480,27201,1612578267
mstdn.tokyocameraclub.com,up,mastodon,9968,120785,10040,1612578270
love.alicecomplex.com,up,mastodon,9904,28821679,113168,1612578270
social.dev-wiki.de,up,mastodon,9888,106153,23493,1612578266
noagendasocial.com,up,mastodon,9819,4013752,65651,1612578269
hessen.social,up,mastodon,9802,304515,20038,1621452692
defcon.social,up,mastodon,9567,115801,21406,1668556021
climatejustice.social,up,mastodon,9556,318773,18538,1612578268
projectmushroom.social,up,mastodon,9356,34085,,1668572864
ro-mastodon.puyo.jp,up,mastodon,9174,2333675,2898,1612578267
mastodon.nz,up,mastodon,8981,630373,26277,1612578268
cyberplace.social,up,mastodon,8743,29364,19660,1669121871
socel.net,up,mastodon,8370,261243,27770,1612578267
aipi.social,up,mastodon,8357,19416,3985,1612578266
dice.camp,up,mastodon,8292,576003,27569,1612578270
hostux.social,up,mastodon,8139,369773,25146,1612578266
101010.pl,up,mastodon,8117,343476,29744,1612578269
botsin.space,up,mastodon,8111,21667304,33700,1612578269
twit.social,up,mastodon,8080,250111,29270,1612578268
mastodon.fun,up,mastodon,8010,991407,17064,1612578387
me.ns.ci,up,mastodon,8010,991421,17053,1612578270
h4.io,up,mastodon,7992,60102,15439,1651682903
geekdom.social,up,mastodon,7952,51064,17227,1669308888
econtwitter.net,up,mastodon,7943,212548,22693,1667605044
stranger.social,up,mastodon,7815,133650,19230,1669842504
g0v.social,up,mastodon,7444,799713,25687,1612578269
mastodont.cat,up,mastodon,7341,925935,18627,1612578269
truthsocial.co.in,up,mastodon,7043,55144,107322,1651281820
nojack.easydns.ca,up,mastodon,6949,22226,18804,1612578267
vocalodon.net,up,mastodon,6917,4556375,20585,1612578268
aethy.com,up,mastodon,6894,338945,11502,1667676749
social.librem.one,up,mastodon,6870,142739,31327,1612578267
mstdn.science,up,mastodon,6816,186425,99555,1667197941
graphics.social,up,mastodon,6760,12812,18728,1667628718
pol.social,up,mastodon,6545,75995,19532,1635770435
vis.social,up,mastodon,6150,146546,31265,1612578269
queer.party,up,mastodon,6138,939226,34057,1612578268
urbanists.social,up,mastodon,6040,214008,23780,1667260279
mastodonners.nl,up,mastodon,5875,57886,14975,1668359252
livellosegreto.it,up,mastodon,5833,300120,22262,1648511628
dju.social,up,mastodon,5768,61452,16147,1651251870
imastodon.net,up,mastodon,5646,14771851,13991,1612578266
union.place,up,mastodon,5639,185793,19288,1668130028
kirakiratter.com,up,mastodon,5522,2576915,14919,1612578265
ruby.social,up,mastodon,5508,166723,56977,1612578266
toot.funami.tech,up,mastodon,5482,60624,12573,1665984385
social.politicaconciencia.org,up,mastodon,5345,265922,23839,1612578268
zirk.us,up,mastodon,5323,518608,25866,1667517909
metalhead.club,up,mastodon,5321,334806,30919,1612578270
lou.lt,up,mastodon,5224,97626,17952,1612578270
toot.aquilenet.fr,up,mastodon,5160,192295,26692,1612578268
masto.pt,up,mastodon,5109,326301,31554,1612578270
fediscience.org,up,mastodon,4993,320504,28201,1612578270
mastodonczech.cz,up,mastodon,4993,85938,17312,1668156684
mastodontti.fi,up,mastodon,4969,235335,23785,1612578266
