hostname,state,software,user_count,note_count,peer_count,discovered_at
mastodon.social,up,mastodon,1545681,65589194,61767,1612578269
pawoo.net,up,mastodon,912581,72016762,36286,1612578266
dev.pawoo.net,up,mastodon,910431,71856548,36132,1692872039
daystorm.netz.org,up,mastodon,479002,20,16,1683075712
switter.at,up,mastodon,435490,8953408,11690,1612578267
mstdn.jp,up,mastodon,397420,69856567,59270,1612578266
baraag.net,up,mastodon,293790,9575949,25989,1612578267
mastodon.cloud,up,mastodon,270464,5521084,46454,1612578270
mstdn.social,up,mastodon,210298,12725705,55090,1612578271
pravda.me,up,mastodon,201710,1019752,3287,1676919172
mastodon.online,up,mastodon,186875,6143277,38657,1612578267
mastodon.world,up,mastodon,176001,3772431,30817,1615647261
mas.to,up,mastodon,165182,5504476,39323,1612578271
gc2.jp,up,mastodon,99957,1245376,0,1658913991
techhub.social,up,mastodon,78121,1024674,50003,1612578267
universeodon.com,up,mastodon,76600,2279198,21807,1667629108
mastodon.sdf.org,up,mastodon,72767,1491527,29588,1612578266
masto.ai,up,mastodon,72410,1593340,57019,1667777524
mastodon.uno,up,mastodon,68976,1185951,33581,1612578267
c.im,up,mastodon,64128,1731814,30867,1612578270
fosstodon.org,up,mastodon,61109,2568030,43949,1612578270
infosec.exchange,up,mastodon,58960,1845885,37022,1612578269
mastodon.top,up,mastodon,50959,573917,28551,1612578268
mstdn.party,up,mastodon,49926,1244406,26622,1667944871
hachyderm.io,up,mastodon,49245,1821534,29890,1651060929
troet.cafe,up,mastodon,41957,3019221,30680,1612578268
m.cmx.im,up,mastodon,40894,4481092,53992,1612578265
mastodon.nl,up,mastodon,39879,1252884,31447,1612578268
ohai.social,up,mastodon,38674,921597,27204,1667930033
sfba.social,up,mastodon,38468,1475336,37187,1612578268
mamot.fr,up,mastodon,38412,6472785,38883,1612578270
kolektiva.social,up,mastodon,36661,1814887,46142,1612578270
social.vivaldi.net,up,mastodon,35703,1192850,52596,1668254531
mindly.social,up,mastodon,35546,1014400,26313,1649557318
mastodon.art,up,mastodon,35017,2754546,41484,1612578267
mstdn.ca,up,mastodon,34866,1574261,28514,1651043715
loforo.com,up,mastodon,34361,4200362,51,1670267516
mast.lat,up,mastodon,33044,32894,12541,1671490848
tkz.one,up,mastodon,33043,391699,17448,1650008092
mastorock.com,up,mastodon,33038,1893,2768,1685993082
toot.community,up,mastodon,30433,1037399,26790,1667465053
alive.bar,up,mastodon,29917,4097767,22418,1612578267
www.mastodon.scot,up,mastodon,28647,1369925,32559,1640988107
mastodon.scot,up,mastodon,28647,1370036,32553,1612578269
mastodon.xyz,up,mastodon,28543,1892753,43851,1612578271
mastodon.gamedev.place,up,mastodon,28236,851471,36457,1612578266
piaille.fr,up,mastodon,27060,1235956,22796,1667313769
qoto.org,up,mastodon,26262,1408241,39214,1612578268
mastodon.au,up,mastodon,26086,480678,25031,1665705253
ioc.exchange,up,mastodon,25926,342393,29310,1612578269
ravenation.club,up,mastodon,24940,380732,25636,1651017592
aus.social,up,mastodon,24766,1762032,33090,1612578268
masto.es,up,mastodon,23388,347214,18441,1668226037
planet.moe,up,mastodon,22146,2452380,18426,1612578269
wxw.ooo,up,mastodon,21946,7404434,24244,1666241191
