hostname,state,software,user_count,note_count,peer_count,discovered_at
mastodon.social,up,mastodon,881344,44004429,42158,1612578269
pawoo.net,up,mastodon,787334,67589513,24584,1612578266
mstdn.jp,up,mastodon,296443,62490957,45626,1612578266
baraag.net,up,mastodon,295781,7255208,17162,1612578267
mastodon.cloud,up,mastodon,231359,4610732,27760,1612578270
mastodon.online,up,mastodon,164537,2883725,23179,1612578267
mstdn.social,up,mastodon,148750,6875221,35593,1612578271
mas.to,up,mastodon,132118,2100460,35204,1612578271
mastodon.world,up,mastodon,121242,690864,33473,1615647261
gc2.jp,up,mastodon,100261,1004566,0,1658913991
mastodon.lol,up,mastodon,73613,880428,43002,1612578270
mastodon.sdf.org,up,mastodon,62063,712982,29029,1612578266
c.im,up,mastodon,60810,629365,48914,1612578270
mastodonapp.uk,up,mastodon,60005,520524,12663,1667599292
mastodon.uno,up,mastodon,59291,676218,20423,1612578267
universeodon.com,up,mastodon,58014,349605,12339,1667629108
masto.ai,up,mastodon,56466,286107,37682,1667777524
techhub.social,up,mastodon,51091,124811,35565,1612578267
fosstodon.org,up,mastodon,48860,1383673,28456,1612578270
mastodon.top,up,mastodon,44017,351901,17774,1612578268
mstdn.party,up,mastodon,42396,354775,11864,1667944871
mamot.fr,up,mastodon,38540,6029611,25695,1612578270
infosec.exchange,up,mastodon,34105,485433,31651,1612578269
m.cmx.im,up,mastodon,33781,3217955,43713,1612578265
ohai.social,up,mastodon,33476,191693,26236,1667930033
sfba.social,up,mastodon,32049,242653,18899,1612578268
troet.cafe,up,mastodon,31340,1076506,18715,1612578268
hachyderm.io,up,mastodon,29591,246842,13753,1651060929
alive.bar,up,mastodon,28098,3158997,13148,1612578267
masthead.social,up,mastodon,27709,458779,19805,1612578270
home.social,up,mastodon,27613,168946,11496,1667792203
kolektiva.social,up,mastodon,27287,568127,27989,1612578270
mastodon.nl,up,mastodon,26494,264691,18717,1612578268
mastodon.art,up,mastodon,26490,1529161,27044,1612578267
mastodon.scot,up,mastodon,26241,499751,19604,1612578269
www.mastodon.scot,up,mastodon,26235,498550,19592,1640988107
mindly.social,up,mastodon,25999,209218,12492,1649557318
qoto.org,up,mastodon,25292,941555,26194,1612578268
mstdn.ca,up,mastodon,24700,200619,13802,1651043715
toot.community,up,mastodon,24631,289826,13943,1667465053
mastodon.xyz,up,mastodon,24145,1786699,30167,1612578271
nerdculture.de,up,mastodon,22872,185836,29473,1612578269
tkz.one,up,mastodon,21695,142754,7941,1650008092
ioc.exchange,up,mastodon,21636,147667,16670,1612578269
aus.social,up,mastodon,20696,651519,19490,1612578268
wxw.ooo,up,mastodon,20341,5423594,15053,1666241191
wxw.moe,up,mastodon,20338,5422862,15052,1612578266
mastodon.au,up,mastodon,20297,86811,9014,1665705253
mastodon.gamedev.place,up,mastodon,20102,266809,22188,1612578266
mastodon.technology,up,mastodon,19686,1288954,24334,1612578269
social.tchncs.de,up,mastodon,19506,1741541,27567,1612578266
mastodon.bida.im,up,mastodon,18832,785750,20689,1612578268
mastodon.ie,up,mastodon,18419,325967,18012,1612578268
ravenation.club,up,mastodon,18292,239613,12485,1651017592
mastouille.fr,up,mastodon,18182,63914,11930,1621282389
piaille.fr,up,mastodon,17514,253971,10613,1667313769
m.rthome.me,up,mastodon,16616,639,3889,1612578345
abdl.link,up,mastodon,16221,273604,8615,1612578267
o3o.ca,up,mastodon,15634,4704377,13304,1612578269
mastodon.com.tr,up,mastodon,15251,194120,7609,1651774648
mao.mastodonhub.com,up,mastodon,14459,1350473,9020,1612578269
nrw.social,up,mastodon,14203,219773,12953,1612578266
det.social,up,mastodon,14043,173220,11259,1651496694
mastodontech.de,up,mastodon,13760,134183,17853,1612578266
mastodon.nu,up,mastodon,13626,110224,12083,1612579014
toot.wales,up,mastodon,13408,203751,20832,1612578268
newsie.social,up,mastodon,13390,85294,12848,1667220086
bitcoinhackers.org,up,mastodon,13103,839656,20715,1612578268
