hostname,state,software,user_count,note_count,peer_count,discovered_at
mastodon.social,up,mastodon,1509249,63515915,58976,1612578269
pawoo.net,up,mastodon,906502,71676210,35743,1612578266
mastodon.firefly.land,up,mastodon,900700,71408158,35137,1689323171
daystorm.netz.org,up,mastodon,479002,20,16,1683075712
switter.at,up,mastodon,435490,8953408,11690,1612578267
mstdn.jp,up,mastodon,394923,69279949,58581,1612578266
baraag.net,up,mastodon,293880,9391313,25444,1612578267
mastodon.cloud,up,mastodon,267419,5475364,45758,1612578270
mstdn.social,up,mastodon,208564,12385257,54318,1612578271
pravda.me,up,mastodon,192918,873479,1245,1676919172
mastodon.online,up,mastodon,185255,5924525,37833,1612578267
mastodon.world,up,mastodon,174563,3611513,30065,1615647261
mas.to,up,mastodon,164395,5303946,38573,1612578271
gc2.jp,up,mastodon,99979,1242084,0,1658913991
techhub.social,up,mastodon,77908,972121,49304,1612578267
universeodon.com,up,mastodon,76345,2207707,20938,1667629108
mastodon.sdf.org,up,mastodon,72749,1446585,28867,1612578266
masto.ai,up,mastodon,72324,1527695,56304,1667777524
mastodon.uno,up,mastodon,68549,1174167,32948,1612578267
c.im,up,mastodon,63961,1683686,30239,1612578270
fosstodon.org,up,mastodon,60659,2496275,43233,1612578270
infosec.exchange,up,mastodon,58197,1755523,36222,1612578269
mastodon.top,up,mastodon,50922,553287,27984,1612578268
mstdn.party,up,mastodon,49826,1215582,25963,1667944871
hachyderm.io,up,mastodon,48895,1721395,29120,1651060929
troet.cafe,up,mastodon,41662,2901248,29935,1612578268
m.cmx.im,up,mastodon,40589,4379773,53380,1612578265
mastodon.nl,up,mastodon,39748,1183101,30844,1612578268
ohai.social,up,mastodon,38620,873904,26429,1667930033
sfba.social,up,mastodon,38450,1398235,36519,1612578268
mamot.fr,up,mastodon,38422,6400323,38126,1612578270
kolektiva.social,up,mastodon,36540,1746575,45444,1612578270
mindly.social,up,mastodon,35529,972484,25638,1649557318
mstdn.ca,up,mastodon,34777,1478780,27928,1651043715
mastodon.art,up,mastodon,34753,2671481,40774,1612578267
social.vivaldi.net,up,mastodon,34582,1127216,51849,1668254531
loforo.com,up,mastodon,33638,4112008,23169,1670267516
mast.lat,up,mastodon,32662,28504,11834,1671490848
tkz.one,up,mastodon,32661,377245,16787,1650008092
mastorock.com,up,mastodon,32657,1781,2376,1685993082
toot.community,up,mastodon,30357,996450,26307,1667465053
alive.bar,up,mastodon,29836,4025063,21990,1612578267
www.mastodon.scot,up,mastodon,28620,1321654,31955,1640988107
mastodon.scot,up,mastodon,28619,1321817,31955,1612578269
mastodon.xyz,up,mastodon,28548,1879695,43215,1612578271
mastodon.gamedev.place,up,mastodon,27885,812132,35775,1612578266
piaille.fr,up,mastodon,26449,1154073,22109,1667313769
qoto.org,up,mastodon,26237,1379666,38599,1612578268
mastodon.au,up,mastodon,26079,467695,24334,1665705253
ioc.exchange,up,mastodon,25906,332789,28709,1612578269
aus.social,up,mastodon,24703,1696974,32409,1612578268
ravenation.club,up,mastodon,24661,374565,25011,1651017592
masto.es,up,mastodon,23107,323333,17891,1668226037
masto.nu,up,mastodon,22774,76009,19582,1668359341
planet.moe,up,mastodon,21957,2165089,17990,1612578269
twingyeo.kr,up,mastodon,21899,2210588,24760,1612578267
wxw.moe,up,mastodon,21886,7251078,23822,1612578266
wxw.ooo,up,mastodon,21886,7250791,23827,1666241191
mastouille.fr,up,mastodon,21155,144805,22752,1621282389
social.tchncs.de,up,mastodon,20981,2299058,40705,1612578266
newsie.social,up,mastodon,20906,718207,120687,1667220086
mastodon.ie,up,mastodon,20563,912774,31753,1612578268
mastodon.bida.im,up,mastodon,20525,862266,31022,1612578268
mastodon.com.tr,up,mastodon,20504,432136,14967,1651774648
det.social,up,mastodon,19354,559427,22008,1651496694
nrw.social,up,mastodon,17888,769828,23316,1612578266
m.rthome.me,up,mastodon,17597,665,5343,1612578345
o3o.ca,up,mastodon,17492,6238842,22683,1612578269
abdl.link,up,mastodon,16592,289731,13917,1612578267
mastodontech.de,up,mastodon,16524,289032,29811,1612578266
mastodon.nu,up,mastodon,16427,397054,24574,1612579014
mathstodon.xyz,up,mastodon,15526,773875,34533,1612578268
theblower.au,up,mastodon,15220,163361,18429,1667918249
glasgow.social,up,mastodon,14772,161713,24124,1612578268
