hostname,state,software,user_count,note_count,peer_count,discovered_at
mastodon.social,up,mastodon,959161,51547483,51830,1612578269
pawoo.net,up,mastodon,831149,68949663,30137,1612578266
switter.at,up,mastodon,435490,8953408,11690,1612578267
mstdn.jp,up,mastodon,334811,65365308,52236,1612578266
baraag.net,up,mastodon,294316,8004150,20672,1612578267
mastodon.cloud,up,mastodon,242400,4993370,39148,1612578270
mstdn.social,up,mastodon,189020,9372482,46519,1612578271
mastodon.online,up,mastodon,169001,4232929,30384,1612578267
mastodon.world,up,mastodon,155004,2198380,22512,1615647261
mas.to,up,mastodon,154527,3680580,31031,1612578271
gc2.jp,up,mastodon,100361,1136234,0,1658913991
techhub.social,up,mastodon,74815,441896,42322,1612578267
mastodon.sdf.org,up,mastodon,71887,1029744,26371,1612578266
universeodon.com,up,mastodon,71029,1302125,19968,1667629108
mastodonapp.uk,up,mastodon,69925,1235031,19738,1667599292
pravda.me,up,mastodon,69729,992720,3,1676919172
masto.ai,up,mastodon,67005,903836,48998,1667777524
mastodon.uno,up,mastodon,66070,933546,26618,1612578267
c.im,up,mastodon,62395,1167855,23755,1612578270
fosstodon.org,up,mastodon,55802,1876668,35654,1612578270
infosec.exchange,up,mastodon,50447,1083351,28374,1612578269
mastodon.top,up,mastodon,49939,420151,22976,1612578268
mstdn.party,up,mastodon,48940,912584,19264,1667944871
hachyderm.io,up,mastodon,45278,941869,21774,1651060929
mamot.fr,up,mastodon,38490,6465965,32001,1612578270
mastodon.nl,up,mastodon,38138,762115,25005,1612578268
troet.cafe,up,mastodon,37925,1878881,25142,1612578268
sfba.social,up,mastodon,37867,824124,29940,1612578268
ohai.social,up,mastodon,37608,532761,18757,1667930033
m.cmx.im,up,mastodon,37152,3654501,48778,1612578265
home.social,up,mastodon,36751,572230,18362,1667792203
mindly.social,up,mastodon,35222,624493,19042,1649557318
kolektiva.social,up,mastodon,34812,1120899,38402,1612578270
mstdn.ca,up,mastodon,33830,786255,21520,1651043715
masthead.social,up,mastodon,31203,572661,25917,1612578270
mastodon.art,up,mastodon,30442,1976409,33981,1612578267
toot.community,up,mastodon,29134,688351,20770,1667465053
alive.bar,up,mastodon,28800,3461706,17847,1612578267
mastodon.scot,up,mastodon,28427,962566,25745,1612578269
www.mastodon.scot,up,mastodon,28427,962504,25745,1640988107
loforo.com,up,mastodon,27547,3367480,23169,1670267516
social.vivaldi.net,up,mastodon,26088,566733,44370,1668254531
qoto.org,up,mastodon,25935,1127797,32499,1612578268
mastodon.au,up,mastodon,25714,304931,17038,1665705253
nerdculture.de,up,mastodon,24940,354086,18849,1612578269
ioc.exchange,up,mastodon,24915,257212,22907,1612578269
mastodon.xyz,up,mastodon,24889,1919476,36474,1612578271
tkz.one,up,mastodon,24148,255176,13060,1650008092
aus.social,up,mastodon,23975,1173263,25819,1612578268
mastodon.gamedev.place,up,mastodon,23963,497298,28889,1612578266
ravenation.club,up,mastodon,22414,312529,19038,1651017592
piaille.fr,up,mastodon,21898,596399,17012,1667313769
wxw.moe,up,mastodon,20999,6164674,19323,1612578266
wxw.ooo,up,mastodon,20999,6164674,19323,1666241191
social.tchncs.de,up,mastodon,20401,1954793,34128,1612578266
mastodon.ie,up,mastodon,20230,619168,24715,1612578268
mastouille.fr,up,mastodon,20128,112265,18050,1621282389
mastodon.bida.im,up,mastodon,20122,824044,25707,1612578268
newsie.social,up,mastodon,19943,394000,114517,1667220086
masto.nu,up,mastodon,18465,46565,14511,1668359341
mastodon.com.tr,up,mastodon,18421,432720,11426,1651774648
twingyeo.kr,up,mastodon,18415,1374072,19748,1612578267
masto.es,up,mastodon,17740,121078,12354,1668226037
nrw.social,up,mastodon,17607,495442,18200,1612578266
m.rthome.me,up,mastodon,16978,653,4666,1612578345
o3o.ca,up,mastodon,16547,5205040,18023,1612578269
mastodontech.de,up,mastodon,16482,223919,23905,1612578266
abdl.link,up,mastodon,16414,280792,11568,1612578267
det.social,up,mastodon,16129,366137,16945,1651496694
mastodon.nu,up,mastodon,16049,237916,18228,1612579014
planet.moe,up,mastodon,14912,621653,13575,1612578269
glasgow.social,up,mastodon,14756,120960,18550,1612578268
theblower.au,up,mastodon,14704,83739,13797,1667918249
mao.mastodonhub.com,up,mastodon,14492,1368948,11489,1612578269
sueden.social,up,mastodon,14237,265498,19399,1651092057
toot.wales,up,mastodon,13789,340077,27098,1612578268
mathstodon.xyz,up,mastodon,13386,444041,29219,1612578268
bitcoinhackers.org,up,mastodon,13243,893926,26180,1612578268
noc.social,up,mastodon,13145,192493,21592,1612578269
ieji.de,up,mastodon,12764,173808,27774,1612578267
eldritch.cafe,up,mastodon,12697,2107446,29430,1612578267
norden.social,up,mastodon,12441,1014893,26468,1612578268
octodon.social,up,mastodon,12190,2358989,31917,1612578266
kinky.business,up,mastodon,12164,344401,21558,1612578268
social.cologne,up,mastodon,11713,222726,21867,1612578265
mastodon.green,up,mastodon,11531,466479,22208,1612578266
meow.social,up,mastodon,11186,962317,25312,1612578267
awscommunity.social,up,mastodon,10965,135022,18169,1651137353
mastodon.iriseden.eu,up,mastodon,10846,33964,16295,1612578267
chaos.social,up,mastodon,10821,3795056,51250,1612578270
framapiaf.org,up,mastodon,10805,2144829,26880,1612578271
muenchen.social,up,mastodon,10765,245342,20621,1612578269
indieweb.social,up,mastodon,10718,217029,27846,1612578267
social.linux.pizza,up,mastodon,10649,331571,30606,1612578269
tech.lgbt,up,mastodon,10397,1038660,25566,1612578267
ruhr.social,up,mastodon,10258,293922,26047,1612578266
med-mastodon.com,up,mastodon,10112,232806,18686,1667195769
love.alicecomplex.com,up,mastodon,9904,48077014,102943,1612578270
mstdn.tokyocameraclub.com,up,mastodon,9749,113734,7495,1612578270
noagendasocial.com,up,mastodon,9748,3969190,61654,1612578269
toot.io,up,mastodon,9737,51772,19529,1612578267
hessen.social,up,mastodon,9705,208053,15805,1621452692
social.anoxinon.de,up,mastodon,9644,216749,22844,1612578267
sigmoid.social,up,mastodon,9591,87914,18417,1667484307
climatejustice.social,up,mastodon,9414,273640,21107,1612578268
projectmushroom.social,up,mastodon,9334,30869,,1668572864
social.dev-wiki.de,up,mastodon,8959,64750,19786,1612578266
mastodon.nz,up,mastodon,8883,440447,21289,1612578268
ro-mastodon.puyo.jp,up,mastodon,8830,2206882,2408,1612578267
sself.co,up,mastodon,8656,25421,11668,1668576317
socel.net,up,mastodon,8258,167148,22712,1612578267
pewtix.com,up,mastodon,8075,32171,12723,1650926795
cyberplace.social,up,mastodon,7996,16662,14581,1669121871
hostux.social,up,mastodon,7985,331971,22080,1612578266
mastodon.fun,up,mastodon,7918,886403,14137,1612578387
me.ns.ci,up,mastodon,7918,886403,14137,1612578270
101010.pl,up,mastodon,7803,224383,25354,1612578269
