hostname,state,software,user_count,note_count,peer_count,discovered_at
mastodon.social,up,mastodon,878932,42519623,33812,1612578269
pawoo.net,up,mastodon,780306,67337705,22809,1612578266
baraag.net,up,mastodon,295931,7147865,17162,1612578267
mstdn.jp,up,mastodon,290805,62088297,23201,1612578266
mastodon.cloud,up,mastodon,228969,4545318,25329,1612578270
mastodon.online,up,mastodon,164681,2561818,20705,1612578267
imaginary-sponge-hook.glitch.me,up,mastodon,136230,6393139,19086,1668309816
mstdn.social,up,mastodon,136203,6392087,20709,1612578271
mas.to,up,mastodon,126948,1740218,21409,1612578271
gc2.jp,up,mastodon,100265,967679,0,1658913991
mastodon.world,up,mastodon,97856,310218,12572,1615647261
mastodon.lol,up,mastodon,73890,601504,15668,1612578270
c.im,up,mastodon,60274,469355,15078,1612578270
mastodon.uno,up,mastodon,53885,571622,18053,1612578267
mastodonapp.uk,up,mastodon,51881,300916,10018,1667599292
universeodon.com,up,mastodon,48452,132480,9217,1667629108
mastodon.sdf.org,up,mastodon,48258,604365,18082,1612578266
fosstodon.org,up,mastodon,46599,1276351,25865,1612578270
mastodon.top,up,mastodon,43005,357510,16087,1612578268
techhub.social,up,mastodon,40520,63976,10824,1612578267
mamot.fr,up,mastodon,38553,5963744,23516,1612578270
mstdn.party,up,mastodon,37457,183016,8578,1667944871
m.cmx.im,up,mastodon,32534,3120234,13253,1612578265
ohai.social,up,mastodon,30645,99005,8739,1667930033
infosec.exchange,up,mastodon,30309,339994,19262,1612578269
masto.ai,up,mastodon,29316,145701,10374,1667777524
troet.cafe,up,mastodon,28721,864525,17316,1612578268
sfba.social,up,mastodon,28283,127990,12830,1612578268
alive.bar,up,mastodon,27753,3072003,11543,1612578267
masthead.social,up,mastodon,27101,438821,17476,1612578270
mastodon.art,up,mastodon,26396,1429535,24629,1612578267
qoto.org,up,mastodon,25023,906417,23796,1612578268
www.mastodon.scot,up,mastodon,24796,345669,17210,1640988107
mastodon.scot,up,mastodon,24767,345014,17208,1612578269
mastodon.nl,up,mastodon,24522,183198,16652,1612578268
mastodon.xyz,up,mastodon,24120,1760720,27729,1612578271
mastodon.technology,up,mastodon,23576,1290847,22694,1612578269
home.social,up,mastodon,23312,81719,8846,1667792203
mindly.social,up,mastodon,23224,124341,10054,1649557318
hachyderm.io,up,mastodon,22468,125562,11038,1651060929
toot.community,up,mastodon,22430,188108,11247,1667465053
kolektiva.social,up,mastodon,22163,445623,15362,1612578270
mstdn.ca,up,mastodon,20084,91026,10316,1651043715
wxw.ooo,up,mastodon,20072,5367483,13636,1666241191
wxw.moe,up,mastodon,20072,5367483,13639,1612578266
tkz.one,up,mastodon,19762,88688,5732,1650008092
nerdculture.de,up,mastodon,19751,138314,16163,1612578269
ioc.exchange,up,mastodon,19543,122060,14463,1612578269
social.tchncs.de,up,mastodon,19292,1698717,25175,1612578266
aus.social,up,mastodon,18887,492540,17253,1612578268
mastodon.gamedev.place,up,mastodon,18570,208268,19681,1612578266
mastodon.bida.im,up,mastodon,18253,786532,18539,1612578268
mastodon.ie,up,mastodon,17487,227361,15517,1612578268
mastodon.au,up,mastodon,17468,33863,5778,1665705253
mastouille.fr,up,mastodon,16936,40738,9733,1621282389
m.rthome.me,up,mastodon,16573,629,3791,1612578345
ravenation.club,up,mastodon,16373,202877,9993,1651017592
abdl.link,up,mastodon,16152,271721,7512,1612578267
mstdn.io,up,mastodon,16131,2508523,22789,1612578270
mastodon.com.tr,up,mastodon,15309,140163,6311,1651774648
piaille.fr,up,mastodon,15128,142930,8311,1667313769
o3o.ca,up,mastodon,15109,4638126,11630,1612578269
mao.mastodonhub.com,up,mastodon,14460,1346740,8833,1612578269
toot.wales,up,mastodon,13188,162547,18637,1612578268
det.social,up,mastodon,13131,126554,9269,1651496694
mastodontech.de,up,mastodon,13110,114889,15621,1612578266
bitcoinhackers.org,up,mastodon,13059,829633,18855,1612578268
nrw.social,up,mastodon,12767,158728,11001,1612578266
eldritch.cafe,up,mastodon,12638,1848309,21199,1612578267
mastodon.nu,up,mastodon,12429,76808,9999,1612579014
noc.social,up,mastodon,12161,94736,13667,1612578269
octodon.social,up,mastodon,12154,2185998,23280,1612578266
masto.pt,up,mastodon,11876,157088,18393,1612578270
glasgow.social,up,mastodon,11449,101473,11498,1612578268
newsie.social,up,mastodon,11143,31227,9853,1667220086
kinky.business,up,mastodon,11099,281649,14669,1612578268
mastodon.green,up,mastodon,11015,163604,13774,1612578266
framapiaf.org,up,mastodon,10822,2084766,21295,1612578271
theblower.au,up,mastodon,10762,16571,5386,1667918249
norden.social,up,mastodon,10676,568411,17633,1612578268
awscommunity.social,up,mastodon,10360,81884,9173,1651137353
chaos.social,up,mastodon,10316,3212804,24004,1612578270
twingyeo.kr,up,mastodon,10278,1220369,12856,1612578267
social.linux.pizza,up,mastodon,10139,245375,21903,1612578269
love.alicecomplex.com,up,mastodon,9904,47684481,89743,1612578270
sueden.social,up,mastodon,9738,77062,10716,1651092057
mastodon.iriseden.eu,up,mastodon,9605,13317,10085,1612578267
climatejustice.social,up,mastodon,9504,138325,13337,1612578268
noagendasocial.com,up,mastodon,9364,3686213,11674,1612578269
indieweb.social,up,mastodon,9305,74448,18553,1612578267
meow.social,up,mastodon,9187,702668,17536,1612578267
planet.moe,up,mastodon,8813,384421,8382,1612578269
social.cologne,up,mastodon,8775,88189,13328,1612578265
ro-mastodon.puyo.jp,up,mastodon,8553,2092217,1866,1612578267
ruhr.social,up,mastodon,8239,153715,17630,1612578266
mathstodon.xyz,up,mastodon,8080,193459,17080,1612578268
med-mastodon.com,up,mastodon,7830,59221,9416,1667195769
mastodon.nz,up,mastodon,7791,159668,13457,1612578268
me.ns.ci,up,mastodon,7776,786042,9381,1612578270
mastodon.fun,up,mastodon,7776,786042,9381,1612578387
muenchen.social,up,mastodon,7650,126517,13683,1612578269
masto.nu,up,mastodon,7640,5239,5544,1668359341
socel.net,up,mastodon,7632,59132,14238,1612578267
tech.lgbt,up,mastodon,7388,470137,18649,1612578267
101010.pl,up,mastodon,7368,129586,17347,1612578269
hessen.social,up,mastodon,7207,55971,8760,1621452692
social.vivaldi.net,up,mastodon,7203,21695,7576,1668254531
pewtix.com,up,mastodon,6905,11056,6673,1650926795
social.anoxinon.de,up,mastodon,6815,98711,15943,1612578267
g0v.social,up,mastodon,6736,586454,15053,1612578269
hostux.social,up,mastodon,6693,301738,15650,1612578266
social.librem.one,up,mastodon,6667,122998,19013,1612578267
h4.io,up,mastodon,6629,18758,6009,1651682903
truthsocial.co.in,up,mastodon,6408,52399,3582,1651281820
social.dev-wiki.de,up,mastodon,6387,20571,13437,1612578266
ieji.de,up,mastodon,6237,93376,18975,1612578267
queer.party,up,mastodon,6224,737321,20703,1612578268
botsin.space,up,mastodon,6176,18508968,20700,1612578269
vis.social,up,mastodon,6092,81501,18427,1612578269
todon.nl,up,mastodon,6018,1162191,19394,1612578267
econtwitter.net,up,mastodon,6001,36903,9470,1667605044
helladoge.com,up,mastodon,5757,223780,8548,1631862818
dju.social,up,mastodon,5577,8049,5719,1651251870
imastodon.net,up,mastodon,5563,14334824,9306,1612578266
kirakiratter.com,up,mastodon,5536,2526200,9701,1612578265
dice.camp,up,mastodon,5501,108518,13028,1612578270
livellosegreto.it,up,mastodon,5184,186819,9840,1648511628
twit.social,up,mastodon,5120,39507,14787,1612578268
sigmoid.social,up,mastodon,5110,18679,8890,1667484307
fediscience.org,up,mastodon,5074,74636,13845,1612578270
lou.lt,up,mastodon,5000,87677,12579,1612578270
social.politicaconciencia.org,up,mastodon,4989,222673,14252,1612578268
union.place,up,mastodon,4915,9719,5931,1668130028
scholar.social,up,mastodon,4833,333113,20822,1612578267
vocalodon.net,up,mastodon,4701,4251974,11778,1612578268
mstdn.guru,up,mastodon,4676,1522061,9419,1612578268
mastodont.cat,up,mastodon,4565,696070,9229,1612578269
gensokyo.town,up,mastodon,4509,489496,9786,1612578266
pouet.chapril.org,up,mastodon,4499,159623,14920,1612578268
ura-mstdn.com,up,mastodon,4450,36108,1011,1612578270
metalhead.club,up,mastodon,4382,174302,18313,1612578270
ichiji.social,up,mastodon,4223,2178734,8324,1612578267
wien.rocks,up,mastodon,4179,51269,9003,1620986504
sociale.network,up,mastodon,4152,146362,12912,1612578266
mstdn.science,up,mastodon,4090,22238,7804,1667197941
mastodontti.fi,up,mastodon,4078,61068,11814,1612578266
linuxrocks.online,up,mastodon,4054,182583,21234,1612578265
mastodon.eus,up,mastodon,4015,163656,11821,1612578270
ruby.social,up,mastodon,3981,45361,17380,1612578266
lor.sh,up,mastodon,3928,253867,13776,1612578267
aipi.social,up,mastodon,3908,8493,3977,1612578266
witches.live,up,mastodon,3880,507171,17485,1612578266
kinkyelephant.com,up,mastodon,3852,183695,9549,1612578269
1234.as,up,mastodon,3809,519906,8641,1612578266
social.targaryen.house,up,mastodon,3801,108242,15546,1612578269
m.sclo.nl,up,mastodon,3797,11027,5859,1667369544
mastodon.zaclys.com,up,mastodon,3694,147534,18264,1612578266
freeatlantis.com,up,mastodon,3560,1663432,8082,1628611184
bear.community,up,mastodon,3540,52988,9351,1612578270
gensokyo.social,up,mastodon,3525,63608,14254,1612578268
rollenspiel.social,up,mastodon,3391,85720,10605,1612578267
ecoevo.social,up,mastodon,3379,29013,8885,1667426972
zirk.us,up,mastodon,3366,58698,9981,1667517909
dresden.network,up,mastodon,3309,76171,13548,1612578267
writing.exchange,up,mastodon,3294,180393,19979,1612578267
photog.social,up,mastodon,3254,114066,18800,1612578268
tabletop.social,up,mastodon,3142,110742,16654,1612578269
donphan.social,up,mastodon,3141,100763,13952,1612578271
yiff.life,up,mastodon,3080,752365,16358,1612578267
pol.social,up,mastodon,3052,11382,5914,1635770435
mathtod.online,up,mastodon,3001,63333,7636,1612578271
tooot.im,up,mastodon,2998,315926,16955,1612578266
xarxa.cloud,up,mastodon,2967,49466,12047,1612578270
urbanists.social,up,mastodon,2914,10020,9034,1667260279
toot.cafe,up,mastodon,2913,269355,19854,1612578268
